,addr:city,addr:housenumber,addr:postcode,addr:street,ais,amenity,in:pois,lat,lon,name
4474440262,Fortaleza,799,,Rua Elcias Lopes,5,restaurant,True,-3.7719161,-38.5530105,Confeitaria e Lanchonete O Brasileiro
4474440265,Fortaleza,615,,Rua Elcias Lopes,5,restaurant,True,-3.7713724,-38.5546002,Churrascaria Nosso Sabor
4474440267,Fortaleza,701,,Rua Dom Carloto Távora,5,school,True,-3.7706311,-38.5537526,Colegio Ateneu (Montese)
4475213914,Fortaleza,157,,Rua Júlio Verne,5,fast_food,True,-3.77611,-38.5511659,Bolos e Salgados Terezinha
4475213916,Fortaleza,900,,Rua Equador,5,fast_food,True,-3.7754875,-38.552976,Rei da Panelada
4475213917,Fortaleza,820,,Rua Equador,5,restaurant,True,-3.7750112,-38.5528179,Lanchonete Bom Sabor
4475213930,Fortaleza,990,,Rua Galileu,5,restaurant,True,-3.7762804,-38.5532429,Dedé do Frango
4475310499,Fortaleza,1066,,Rua Peru,5,school,True,-3.7763289,-38.5524533,Colégio Santa Teresa
4475310503,Fortaleza,365,,Rua Galileu,5,restaurant,True,-3.7765671,-38.5524238,Skina da Maminha
4475362430,Fortaleza,39,,Rua Governador João Carlos,5,restaurant,True,-3.7772708,-38.5511396,Curva Do Baião
4475362431,Fortaleza,63,,Rua Governador João Carlos,5,restaurant,True,-3.7773219,-38.5511524,Curva Do Feijão
4475362443,Fortaleza,1409,,Avenida Doutor Silas Munguba,5,restaurant,True,-3.7835136,-38.5539479,Marmitaria da Tia
4475408789,Fortaleza,1555,60741-000,Avenida Doutor Silas Munguba,5,fast_food,True,-3.783901,-38.5536775,Açailândia Parangaba
4475408791,Fortaleza,400,,Rua Doutor Justa Araújo,5,pharmacy,True,-3.7801487,-38.5515309,Farmácia Lidoya
4475408795,Fortaleza,65,,Rua Doutor Justa Araújo,5,restaurant,True,-3.7766823,-38.5501649,Curva da Maminha
4475408796,Fortaleza,,,Rua Governador João Carlos,5,restaurant,True,-3.7763618,-38.550787,Aki Delicias Pastelaria
4475772437,Fortaleza,2257,,Avenida Doutor Silas Munguba,5,bar,True,-3.7851329,-38.5521066,Espaço Caras
4475772445,Fortaleza,2741,,Avenida Doutor Silas Munguba,5,pharmacy,True,-3.78659,-38.5493284,Farmácias Aldesul (Serrinha)
4475941063,Fortaleza,2790,,Avenida Doutor Silas Munguba,5,restaurant,True,-3.7872479,-38.548874,Churrascaria Sertões
4475941066,Fortaleza,2800,,Avenida Doutor Silas Munguba,5,restaurant,True,-3.7876045,-38.5482131,Estrela Do Norte Restaurante
4475941068,Fortaleza,2800,,Avenida Doutor Silas Munguba,5,restaurant,True,-3.7873985,-38.5485073,Potiguar Lanches
4475941079,Fortaleza,7898,,Avenida Bernardo Manuel,5,restaurant,True,-3.7882333,-38.5483873,Restaurante Coma Bem
4476004512,Fortaleza,3117,,Avenida Doutor Silas Munguba,5,pharmacy,True,-3.7881098,-38.5472968,Farmácia Dede Brasil
4476004529,Fortaleza,,,Avenida Bernardo Manuel,5,pub,True,-3.7901908,-38.548658,Bar Iranildo
4476004537,Fortaleza,8550,,Avenida Bernardo Manuel,5,fast_food,True,-3.7943263,-38.5502649,Babêu Lanches
4476039785,Fortaleza,8798,,Avenida Bernardo Manuel,5,restaurant,True,-3.796534,-38.551004,Rei do Camarão
4477147297,Fortaleza,1367,,Avenida Tristão Gonçalves,5,hospital,True,-3.7338993,-38.5350333,Hospital SOS
4477171028,Fortaleza,375,,Rua Eusébio de Souza,5,hospital,True,-3.7393979,-38.5257209,Clínica SiM (Fátima)
4478140005,Fortaleza,s/n,,Avenida General Osório de Paiva,5,bank,True,-3.7868515,-38.5837312,Caixa Econômica Federal (Vila Peri / Terminal Siqueira)
4478140008,Fortaleza,2046,,Avenida General Osório de Paiva,5,restaurant,True,-3.7842014,-38.5804222,Skina Grill
4478140009,Fortaleza,1880,60730-088,Avenida General Osório de Paiva,5,restaurant,True,-3.7836035,-38.579464,Pizzaria La Papini
4478140010,Fortaleza,1993,,Avenida General Osório de Paiva,5,restaurant,True,-3.7845273,-38.5803143,Churrascaria Frango na Brasa
4478140015,Fortaleza,1762,,Avenida General Osório de Paiva,5,fast_food,True,-3.782489,-38.5775907,Tatá Lanches
4478140016,Fortaleza,1729,,Avenida General Osório de Paiva,5,restaurant,True,-3.7826766,-38.5772425,Restaurante e Pizzaria Ximenes
4478140025,Fortaleza,,,Avenida General Osório de Paiva,5,restaurant,True,-3.7816751,-38.5757096,Pizzaria Vitória
4478140026,Fortaleza,1612,,Avenida General Osório de Paiva,5,restaurant,True,-3.7815842,-38.5761836,Varandão da Vila
4478140027,Fortaleza,1770,,Avenida General Osório de Paiva,5,restaurant,True,-3.7816425,-38.5762746,Dom Romeo
4478140029,Fortaleza,1274,,Avenida General Osório de Paiva,5,bank,True,-3.7798391,-38.5735334,BNB (Parangaba)
4478140031,Fortaleza,1372,,Avenida General Osório de Paiva,5,restaurant,True,-3.7800255,-38.5737365,Pastelaria Verdi Cana
4478175154,Fortaleza,1715,,Rua Betel,5,school,True,-3.7945123,-38.5540291,E.M.E.I.F. Projeto Nascente
4482106025,Fortaleza,1581,,Avenida Borges de Melo,5,pharmacy,True,-3.7581627,-38.5324793,Pague Menos (Borges de Melo)
4482462530,Fortaleza,1617,,Avenida Borges de Melo,5,restaurant,True,-3.7578613,-38.5328521,Skina do Lanche (Força do Guaraná)
4482462531,Fortaleza,1611,,Avenida Borges de Melo,5,restaurant,True,-3.7579428,-38.5327482,Salada Mista
4482462535,Fortaleza,888,,Rua Deputado Oswaldo Studart,5,restaurant,True,-3.7577173,-38.5320414,Restaurante Amuarama
4482462542,Fortaleza,230,,Rua Alberto Montezuma,5,school,True,-3.7614606,-38.5316535,Colégio Antares
4482462543,Fortaleza,450,,Rua Tertuliano Sales,5,restaurant,True,-3.7619839,-38.5313343,Recanto do Guerreiro
4482462544,Fortaleza,441,,Rua Tertuliano Sales,5,restaurant,True,-3.7619271,-38.5310721,Bom Sabor
4482462545,,441,,Rua Tertuliano Sales,5,restaurant,True,-3.7618135,-38.5310457,Selfservice da Lúcia
4482462547,Fortaleza,205,,Rua Francisco Lorda,5,restaurant,True,-3.762278,-38.5311799,Ponto Do Lanche
4482462548,Fortaleza,205,,Rua Francisco Lorda,5,pharmacy,True,-3.7622415,-38.5311677,Farma Castro
4482462549,Fortaleza,205,,Rua Francisco Lorda,5,restaurant,True,-3.7622679,-38.5310599,Ponto do Almoço
4482477666,Fortaleza,218,,Rua Engenheiro Edmundo Almeida Filho,5,school,True,-3.7624565,-38.5297935,Espaço Integrado Tia Vilma
4482894128,Fortaleza,655,,Rua Jorge Acúrcio,5,school,True,-3.7664513,-38.532083,E.E.F.M. Prof. José Aurélio Câmara
4482894130,Fortaleza,770,,Rua Jorge Acúrcio,5,restaurant,True,-3.76631,-38.5322883,Siri Cascudo
4482894133,Fortaleza,s/n,,Rua Almirante Rufino,5,bar,True,-3.7679028,-38.5335341,Vila União Clube
4482991562,Fortaleza,473,,Rua Alberto Montezuma,5,restaurant,True,-3.7677615,-38.533842,Bar e Pizzaria Ninildo
4482991563,Fortaleza,474,,Rua Almirante Rufino,5,restaurant,True,-3.7677121,-38.5340367,Esquina dos Amigos Bar e Churrascaria
4482991565,Fortaleza,476,,Rua Alberto Montezuma,5,restaurant,True,-3.7682029,-38.5342597,Pizzaria e Esfiharia União
4482991566,Fortaleza,444,,Rua Alberto Montezuma,5,pub,True,-3.7674754,-38.5339163,Bar Caminho de Casa (PEDIM)
4483022005,Fortaleza,347,,Rua Lineu Juca,5,pharmacy,True,-3.7685554,-38.5344318,Farmácia Local
4483047629,Fortaleza,870,,Rua Abel Garcia,5,restaurant,True,-3.7671563,-38.5349663,Marle Lanches
4483047631,Fortaleza,597,,Rua Almirante Rufino,5,fast_food,True,-3.7674913,-38.5351431,Rua 4 Açaiteria
4483047637,Fortaleza,700,,Rua Almirante Rufino,5,restaurant,True,-3.7669419,-38.5358705,Restaurante Capistrano
4483064758,Fortaleza,s/n,,Rua Jorge Acúrcio,5,restaurant,True,-3.7706609,-38.5340613,Villa Pizza
4483064761,Fortaleza,1410,,Rua Lauro Vieira Chaves,5,restaurant,True,-3.7733186,-38.5317037,Restaurante São Luis
4483070906,Fortaleza,,,Avenida Aviador Celso Tinoco,5,school,True,-3.7735734,-38.527393,E.M.E.I.F. Haroldo Jorge Braun Vieira
4483107847,Fortaleza,2470,,Avenida Luciano Carneiro,5,school,True,-3.7700306,-38.5384376,Centro Juvenil Dom Bosco
4483107849,Fortaleza,39,,Rua Vicente Spindola,5,school,True,-3.7691865,-38.5386606,Colégio Auxiliadora
4483107856,Fortaleza,2092,,Avenida Luciano Carneiro,5,pharmacy,True,-3.76626,-38.5372316,Farmácia Portela
4483119344,Fortaleza,2010,,Avenida Luciano Carneiro,5,school,True,-3.7659093,-38.5371352,Colégio Paola Pellanda
4483119348,Fortaleza,1970,,Avenida Luciano Carneiro,5,restaurant,True,-3.7653071,-38.5369866,Villa Della Pizza
4483119351,Fortaleza,1999,,Rua Desembargador Praxedes,5,restaurant,True,-3.7647474,-38.5370556,Meu Sertão Meu Bar
4483119352,Fortaleza,1919,,Rua Desembargador Praxedes,5,restaurant,True,-3.7644649,-38.5378961,Espertinho do Cabeça
4483146695,Fortaleza,,,Rua Epaminondas Frota,5,restaurant,True,-3.7655597,-38.5330213,Gol de Placa
4483146698,Fortaleza,595,,Rua Abelardo Marinho,5,school,True,-3.7633751,-38.5341373,E.M.E.I.F. Papa João XXIII
4483175985,Fortaleza,4444,,Avenida dos Expedicionários,5,bank,True,-3.7638427,-38.5406962,Itaú
4483176901,Fortaleza,4880,,Avenida dos Expedicionários,5,pharmacy,True,-3.7620213,-38.5404197,Extrafarma (Expedicionários)
4483201294,Fortaleza,5380,,Avenida dos Expedicionários,5,restaurant,True,-3.7667798,-38.5419122,Pranzo
4483201296,Fortaleza,5360,,Avenida dos Expedicionários,5,pharmacy,True,-3.766654,-38.5419529,Farmácia Droga Lira
4483201299,Fortaleza,5538,,Avenida dos Expedicionários,5,bar,True,-3.7683335,-38.5423676,Arcus Buffet
4483201303,Fortaleza,5021,,Avenida dos Expedicionários,5,restaurant,True,-3.7689622,-38.5422375,Restaurante Paz e Dantas
4483209490,Fortaleza,1064,,Rua Irmã Bazet,5,restaurant,True,-3.7671246,-38.5488805,Churrascaria O Maia
4483209491,Fortaleza,1064,,Rua Irmã Bazet,5,restaurant,True,-3.7670718,-38.5487666,Cantina
4483209492,Fortaleza,505,,Rua Isaie Bóris,5,restaurant,True,-3.7676844,-38.5496895,Churrascaria Veríssimo
4483211313,Fortaleza,827,,Rua Teodorico Barroso,5,school,True,-3.7659076,-38.5453963,Colégio Agnus
4484083842,Fortaleza,1336,,Avenida José do Patrocínio,5,restaurant,True,-3.7653695,-38.5462806,Pizzaria Mamma Mia
4484083845,Fortaleza,1072,,Rua Vasco da Gama,5,restaurant,True,-3.7644879,-38.5459559,Casa da Sogra Bar e Restaurante
4484125441,Fortaleza,1910,,Avenida Professor Gomes de Matos,5,pub,True,-3.7677744,-38.5514063,JM Bar
4484125446,Fortaleza,1869,,Avenida Professor Gomes de Matos,5,pharmacy,True,-3.7676514,-38.5509349,Extrafarma (Gomes de Matos)
4484125453,Fortaleza,1415,,Rua Alberto Magno,5,bank,True,-3.7668972,-38.5515803,Banco do Brasil (Alberto Magno)
4484212016,Fortaleza,880,,Avenida Gomes de Matos,5,restaurant,True,-3.7666001,-38.5507194,Fran Lanches
4484212022,Fortaleza,1374,,Rua Alberto Magno,5,restaurant,True,-3.766038,-38.5511485,Bom Gosto
4484212023,Fortaleza,s/n,,Rua Alberto Magno,5,restaurant,True,-3.7659203,-38.5510546,Tempero da Mãe
4484212025,Fortaleza,1374,,Rua Alberto Magno,5,restaurant,True,-3.7659604,-38.5511002,Lanlan Salgaderia
4484272440,Fortaleza,1577,,Avenida Gomes de Matos,5,restaurant,True,-3.7655028,-38.5491503,Shopping Pizza (Montese)
4484272448,Fortaleza,1554,,Avenida Gomes de Matos,5,bank,True,-3.7650397,-38.5492334,Bradesco (Montese)
4484295793,Fortaleza,913,,Rua Álvaro Fernandes,5,school,True,-3.7651487,-38.5480336,E.E.F.M. Marechal Humberto de Alencar Castelo Branco
4484295794,Fortaleza,968,,Rua Álvaro Fernandes,5,restaurant,True,-3.7649317,-38.5479909,JD Restaurante e Pizzaria
4484336470,Fortaleza,1005,,Rua Alberto Magno,5,restaurant,True,-3.7635478,-38.5486355,Luiz do Frango
4484336472,Fortaleza,s/n,,Rua Alberto Magno,5,restaurant,True,-3.7635641,-38.5489741,Restaurante Sabores de Casa
4484374130,Fortaleza,1157,,Avenida Gomes de Matos,5,bank,True,-3.7627775,-38.5468424,Itaú (Montese)
4486069929,Fortaleza,1084,,Avenida Gomes de Matos,5,bank,True,-3.7623069,-38.5463614,Santander (Montese)
4486159669,Fortaleza,1290,,Avenida Gomes de Matos,5,pharmacy,True,-3.763575,-38.547817,Farmácias FTB
4486159671,Fortaleza,1243,,Avenida Gomes de Matos,5,fast_food,True,-3.7634391,-38.5474259,Zapp Lanches
4486171054,Fortaleza,852,,Avenida Gomes de Matos,5,bank,True,-3.7605924,-38.5453108,Banco do Brasil (Montese)
4486187491,Fortaleza,622,,Avenida Gomes de Matos,5,fast_food,True,-3.7588842,-38.5438641,Bebelu (Montese)
4486190498,Fortaleza,50,,Avenida Gomes de Matos,5,bank,True,-3.7583471,-38.5434132,Itaú (Montese) - agência grande
4486190500,Fortaleza,505,,Avenida Gomes de Matos,5,bank,True,-3.7582248,-38.5429194,BNB Banco do Nordeste (Montese)
4486190501,Fortaleza,475,,Rua Professor Costa Mendes,5,fast_food,True,-3.7580326,-38.5428085,Rei do Sanduíche (Montese)
4486195861,Fortaleza,445,,Avenida Gomes de Matos,5,bank,True,-3.7578753,-38.5426742,Caixa Econômica Federal (Montese)
4486195864,Fortaleza,386,,Avenida Gomes de Matos,5,restaurant,True,-3.7573231,-38.5424512,Catatau Sucos e Sanduíches (Montese)
4486195867,Fortaleza,302,,Avenida Gomes de Matos,5,restaurant,True,-3.7567301,-38.5419515,Bar Chá da Égua
4486195868,Fortaleza,278,,Avenida Gomes de Matos,5,restaurant,True,-3.756553,-38.5418126,Red Black Sushi
4486197447,Fortaleza,268,,Avenida Gomes de Matos,5,pub,True,-3.7564529,-38.541718,Beer Drinkers Bar
4486197451,Fortaleza,209,,Avenida Gomes de Matos,5,restaurant,True,-3.7560847,-38.5411448,Ponto do Camarão
4486197452,Fortaleza,193,,Avenida Gomes de Matos,5,restaurant,True,-3.7560148,-38.5410525,Bodega Arretada
4486197453,Fortaleza,169,,Avenida Gomes de Matos,5,restaurant,True,-3.7559484,-38.5409942,Delícias do Paladar
4486204670,Fortaleza,2078,,Rua Jorge Dumar,5,school,True,-3.754244,-38.5398675,E.M.E.I.F. Mozart Pinto
4486204677,Fortaleza,161,,Rua Padre João Piamarta,5,school,True,-3.7572989,-38.5409838,Colégio Piamarta Montese
4486204679,Fortaleza,415,,Rua Padre João Piamarta,5,school,True,-3.7590206,-38.5418608,Colégio Medalha Milagrosa
4487036911,Fortaleza,7,,Rua Alberto Magno,5,pub,True,-3.7538588,-38.5404211,Skina Drink's
4487039790,Fortaleza,18,,Rua Alberto Magno,5,restaurant,True,-3.7542331,-38.5407609,Point do Pratinho
4487051595,Fortaleza,244,,Rua Ana Néri,5,restaurant,True,-3.7539224,-38.5417518,Churrascaria Rogério Grill
4487057865,Fortaleza,s/n,,Rua Ana Néri,5,restaurant,True,-3.7539824,-38.5416917,Cantinho do Pastel
4487057867,Fortaleza,100,,Rua Delmiro de Farias,5,restaurant,True,-3.7552185,-38.5416138,Império Gourmet Restaurante
4487065268,Fortaleza,159,,Rua Delmiro de Farias,5,pub,True,-3.7549743,-38.5422908,Point Bar
4487065269,Fortaleza,s/n,,Rua Delmiro de Farias,5,restaurant,True,-3.7555069,-38.5415934,Hot Frango
4487079596,Fortaleza,120,,Rua Alberto Magno,5,restaurant,True,-3.7563607,-38.5427012,Taverna do Búfalo
4487079597,Fortaleza,218,,Rua Samuel Uchôa,5,pharmacy,True,-3.7564811,-38.5428353,Drogafelix (Montese)
4487079598,Fortaleza,110,,Rua Alberto Magno,5,restaurant,True,-3.7562375,-38.542559,Hot Frango
4487125702,Fortaleza,123,,Rua Alberto Magno,5,school,True,-3.7573991,-38.5432913,E.E.F.M. Estado Do Paraná
4487241948,Fortaleza,432,,Rua Alberto Magno,5,restaurant,True,-3.75961,-38.5454972,Espeto e Camarão
4487316645,Fortaleza,656,,Rua Alberto Magno,5,restaurant,True,-3.7614306,-38.5470849,Mister Frango
4487831827,Fortaleza,1232,,Rua Edite Braga,5,restaurant,True,-3.7605202,-38.5474562,Churrascaria Wagner
4487831828,Fortaleza,770,,Rua Desembargador Praxedes,5,restaurant,True,-3.7604797,-38.5477672,Terrazzo Della Pizza
4487833476,Fortaleza,670,,Rua Desembargador Praxedes,5,restaurant,True,-3.7600326,-38.5483355,Carneiro & Cia Montese
4487833477,Fortaleza,568,,Rua Desembargador Praxedes,5,restaurant,True,-3.7602093,-38.5481853,Churrascaria Antonio Filho
4487841689,Fortaleza,300,,Rua Desembargador João Firmino,5,restaurant,True,-3.7590058,-38.5510683,Espetinho Do Clébio
4487848084,Fortaleza,4547,,Avenida João Pessoa,5,pharmacy,True,-3.7527401,-38.5495156,Pague Menos (João Pessoa )
4487858995,Fortaleza,385,,Rua Professor Costa Mendes,5,restaurant,True,-3.7569396,-38.5443995,Crocantty Pizza
4487858998,Fortaleza,392,,Rua Professor Costa Mendes,5,restaurant,True,-3.7566412,-38.5445003,Chef Gourmet
4487863444,Fortaleza,s/n,,Rua Carlos Câmara,5,restaurant,True,-3.7502342,-38.5460768,Pizzaria DJ
4487863445,Fortaleza,1758,,Rua Carlos Câmara,5,restaurant,True,-3.7506804,-38.5464833,China Garden
4487863446,Fortaleza,868,,Rua Ana Néri,5,restaurant,True,-3.7501976,-38.5458206,Restaurante e Self Service O Aurélio
4487865130,Fortaleza,809,,Rua Delmiro de Farias,5,restaurant,True,-3.7512281,-38.5467354,Ágape Pizzaria e Lanchonete 4 comentários
4487865132,Fortaleza,740,,Rua Delmiro de Farias,5,restaurant,True,-3.7513662,-38.5459955,Gula Gula Lanches Pizzaria
4487868105,Fortaleza,685,,Rua Delmiro de Farias,5,cafe,True,-3.7518854,-38.5458728,Cafe Ludico
4487868107,Fortaleza,685,,Rua Delmiro de Farias,5,restaurant,True,-3.7521344,-38.5453149,Jullius Pizzaria
4487868109,Fortaleza,579,,Rua Delmiro de Farias,5,restaurant,True,-3.7525546,-38.5451969,Pitaguari Lanches
4487868118,Fortaleza,399,,Rua Ana Néri,5,restaurant,True,-3.7532155,-38.5428222,Ponto Espeto
4487887588,Fortaleza,733,,Rua Major Weyne,5,restaurant,True,-3.7497765,-38.5432796,Hoje Tem Frango
4487888111,Fortaleza,4717,,Avenida João Pessoa,5,restaurant,True,-3.7537619,-38.5504711,Churrascaria O Tio
4490593784,Fortaleza,415,,Rua Vasco da Gama,5,restaurant,True,-3.7605913,-38.550772,Restô O Abel
4490593785,Fortaleza,415,,Rua Vasco da Gama,5,pub,True,-3.7606234,-38.5507666,Bar do Abel
4490603115,Fortaleza,318,,Rua Eugênio Gadelha,5,school,True,-3.7609713,-38.5504072,Escola Criando e Recriando
4490603118,Fortaleza,2256,,Rua Julio César,5,restaurant,True,-3.7606102,-38.5517793,Brasa e Forno
4490603119,Fortaleza,2266,,Rua Julio César,5,restaurant,True,-3.7607071,-38.5518671,Churrascaria e Pizzaria Brasa e Forno
4490607070,Fortaleza,205,,Rua Desembargador João Firmino,5,restaurant,True,-3.7608823,-38.5524787,Pizzaria Damas
4490607077,Fortaleza,429,,Rua Desembargador João Firmino,5,restaurant,True,-3.761508,-38.552987,Lanchonete Alternativa
4492424526,Fortaleza,422,,Rua Alan Kardec,5,pub,True,-3.762765,-38.5528235,Genivaldo Bar
4492475861,Fortaleza,566,,Rua Almirante Rubim,5,restaurant,True,-3.7633879,-38.5522975,Espetinho do Farrapo
4492475862,Fortaleza,912,,Rua Euzébio de Queirós,5,school,True,-3.764052,-38.551669,Colégio Menino Jesus
4492485302,Fortaleza,801,,Rua Euzébio de Queirós,5,fast_food,True,-3.7635676,-38.5509354,AC Lanches
4492504316,Fortaleza,1106,,Rua Edite Braga,5,pub,True,-3.7650984,-38.5525909,Origem Bar e Restaurante
4492504317,Fortaleza,566,,Rua Coronel Alexandrino,5,pub,True,-3.7648248,-38.5532934,Ponto Certo Bar
4492504320,Fortaleza,752,,Rua Coronel Alexandrino,5,pub,True,-3.7657779,-38.551833,Bar César
4492504322,Fortaleza,2071,,Rua Edite Braga,5,pub,True,-3.7665126,-38.5524739,Barzeiro's Spetim & Cervejas
4492541255,Fortaleza,520,,Rua Romeu Martins,5,pub,True,-3.7654098,-38.5541545,Xica Rica Bar
4492558453,Fortaleza,520,,Rua Romeu Martins,5,restaurant,True,-3.7653349,-38.5542457,Brothe's Bar e Grill
4492583656,Fortaleza,561,,Rua Desembargador João Firmino,5,restaurant,True,-3.7641225,-38.5553749,Espetinho Do Robinho
4492583657,Fortaleza,361,,Rua Coronel Alexandrino,5,restaurant,True,-3.763523,-38.5547929,Espetiscos Gourmet
4492623390,Fortaleza,s/n,,Rua Zacarias Gondim,5,fast_food,True,-3.7648446,-38.557088,Reobote Pastelaria
4492658207,Fortaleza,s/n,,Rua Zacarias Gondim,5,pub,True,-3.7655249,-38.5574968,Carlinhos Drink's
4492719391,Fortaleza,s/n,,Rua Zacarias Gondim,5,fast_food,True,-3.7678921,-38.5584918,Lanches Self Service
4492724840,Fortaleza,6475,,Avenida João Pessoa,5,university,True,-3.7670985,-38.5593625,IDJ - Instituto Dom José de Educação e Cultura
4492760315,Fortaleza,6302,,Avenida João Pessoa,5,school,True,-3.7653153,-38.5592331,Colégio Elite
4493380618,Fortaleza,65,,Rua Oscar Bezerra,5,restaurant,True,-3.7614536,-38.5576789,Pitty & Pink
4493422626,Fortaleza,5771,,Avenida João Pessoa,5,restaurant,True,-3.7610924,-38.556915,Big Massa Pizzaria
4493422630,Fortaleza,5772,,Avenida João Pessoa,5,university,True,-3.7608855,-38.5571941,Fateci
4493490228,Fortaleza,5126,,Avenida João Pessoa,5,school,True,-3.756496,-38.5532911,E.E.F Educandario Santa Clara
4493502956,Fortaleza,4754,,Avenida João Pessoa,5,fast_food,True,-3.7540807,-38.5510976,Gostosão Lanches
4493505382,Fortaleza,4747,,Avenida João Pessoa,5,restaurant,True,-3.7540614,-38.5507738,Marmitaria da Tia
4493528661,Fortaleza,4005,,Avenida João Pessoa,5,university,True,-3.7492761,-38.5464064,FAC Faculdades Cearenses Campos 2
4493528663,Fortaleza,3929,,Avenida João Pessoa,5,school,True,-3.7486859,-38.5458619,Premium Educar
4493543518,Fortaleza,3884,,Avenida João Pessoa,5,university,True,-3.7480328,-38.5457425,FAC Faculdade Cearense
4493543526,Fortaleza,3777,,Avenida João Pessoa,5,pub,True,-3.747543,-38.544907,Gil Bar
4493543527,Fortaleza,3761,,Avenida João Pessoa,5,pub,True,-3.7474507,-38.5448145,Bodega do Louro
4493543529,Fortaleza,185,,Rua Padre Cícero,5,restaurant,True,-3.7462115,-38.5430939,Marmitaria O Van Van
4494396731,Fortaleza,s/n,,Avenida João Pessoa,5,school,True,-3.7680052,-38.5599955,E.M.E.I.F. Cláudio Martins
4575243997,Fortaleza,1504,,Rua Padre Miguelino,5,restaurant,True,-3.74217,-38.5348608,Pizza Planet
4583370489,Fortaleza,2607,,Rua Senador Pompeu,5,school,True,-3.7411422,-38.5337108,Farias Brito Central
4600074189,Fortaleza,1356,,Rua Jaime Benévolo,5,restaurant,True,-3.743898,-38.5294093,Caititu
4675115492,,,,Rua Alagoas,5,school,True,-3.7591866,-38.5711216,Escola de Ensino Fundamental e Médio Joaquim Alves
4775059516,Fortaleza,s/n,,Rua Almirante Rufino,5,,True,-3.7681935,-38.5333119,CRAS (Vila União)
4869943323,Fortaleza,4,,Rua Instituto do Ceará,5,pub,True,-3.7381419,-38.5369416,The Lights
4869948613,,,,Rua Paulino Nogueira,5,pub,True,-3.7443509,-38.5373919,Bar da Lôra
4869949241,,,,Rua Paulino Nogueira,5,pub,True,-3.7443702,-38.5373664,Tony do Orós
4869950016,,,,Rua Paulino Nogueira,5,pub,True,-3.7443266,-38.5374163,Bar da Pizza
4920552807,Fortaleza,1850,,Rua Monsenhor Liberato,5,school,True,-3.7500884,-38.5313009,Escola de Ensino Médio Governador Adauto Bezerra
4970132322,,,,Rua Goiás,5,bar,True,-3.7607842,-38.5671894,Carecas Bar
4972655822,,,,Avenida Carneiro de Mendonça,5,pharmacy,True,-3.7612738,-38.5718694,Farmácia Pague Menos
5132024029,Fortaleza,643,60740005,Avenida Doutor Silas Munguba,5,bar,True,-3.7792295,-38.5598119,ToroLocco Bar
5132049847,Fortaleza,839,,Avenida Doutor Silas Munguba,5,driving_school,True,-3.780759,-38.5577845,Autoescola Caçula
5135426281,Fortaleza,220,60740150,Rua Iara,5,school,True,-3.7761672,-38.5582151,Centro Educacional Universo da Criança
5135594572,Fortaleza,670,60421410,Rua Mundica Paula,5,school,True,-3.7729091,-38.5586864,Escola Municipal Carolino Sucupira
5135622885,Fortaleza,2835,60040-531,Avenida 13 de Maio,5,pub,True,-3.7396084,-38.5408959,Paquero Quero
5147680022,Fortaleza,643,60740005,Avenida Doutor Silas Munguba,5,pharmacy,True,-3.7794662,-38.5599146,Telejuca
5149938964,Fortaleza,2134,,Avenida Cônego de Castro,5,school,True,-3.7888289,-38.5771083,Intelecto
5150000267,Fortaleza,129,,Rua Dom Henrique,5,fast_food,True,-3.7897942,-38.5792336,Famme Pizzas
5226421381,Fortaleza,,,Rua Nereu Ramos,5,restaurant,True,-3.7867816,-38.5671629,Restaurante Boaventura
5266084691,Fortaleza,,60420-280,Avenida Lauro Vieira Chaves,5,fast_food,True,-3.771886,-38.5354145,Alda Lanches
5272575421,Fortaleza,841,60040-531,Avenida 13 de Maio,5,restaurant,True,-3.7512094,-38.5273125,Restaurante Bonna Pasta
5394287264,,932,,Rua Mário Mamede,5,restaurant,True,-3.7516167,-38.528606,Amarú
5629034934,Fortaleza,1071,60050-130,Rua Felino Barroso,5,restaurant,True,-3.7502259,-38.527617,Gendai
5629034935,Fortaleza,1071,60050-130,Rua Felino Barroso,5,restaurant,True,-3.7501874,-38.5277029,China in Box
5629034936,Fortaleza,805,60040-531,Avenida 13 de Maio,5,ice_cream,True,-3.7514259,-38.5270624,50 Sabores
5629034945,Fortaleza,853,60040-531,Avenida 13 de Maio,5,restaurant,True,-3.7511472,-38.527425,Puro Açaí
5644617021,,2081c,,Avenida Cônego de Castro,5,fast_food,True,-3.7886033,-38.5764792,Tudão lanches
5891066107,Fortaleza,332,60055-402,Avenida Aguanambi,5,dentist,True,-3.7399096,-38.5253228,Centro Odontológico Dr. David Cruz
6043174744,Fortaleza,2795,60714-225,Avenida Doutor Silas Munguba,5,pharmacy,True,-3.7872771,-38.5480641,Extrafarma
6169669910,Fortaleza,,,Avenida da Universidade,5,library,True,-3.7408998,-38.5397526,Biblioteca do Museu de Arte Floriano Teixeira
6213963188,,1016,,Avenida 13 de Maio,5,pharmacy,True,-3.7500614,-38.5282843,Famafórmula
6271722760,,9978,,Avenida Bernardo Manuel,5,pharmacy,True,-3.8060445,-38.5538766,Farmácia Pague Menos
6292392577,Fortaleza,,,Avenida Doutor Silas Munguba,5,school,True,-3.7915657,-38.537583,E.M.E.I.F. Maria de Carvalho Martins
6292392579,Fortaleza,,,Avenida Doutor Silas Munguba,5,pharmacy,True,-3.7902418,-38.5411452,Farmácia Pague Menos
