,addr:city,addr:housenumber,addr:postcode,addr:street,ais,amenity,in:pois,lat,lon,name
477364089,Fortaleza,315,,Rua Nestor Barbosa,6,hospital,True,-3.7446813,-38.5581389,Hospital São José
2613646012,Fortaleza,747,,Rua Alexandre Baraúna,6,pharmacy,True,-3.7494762,-38.5501805,Pague Menos (Rodolfo Teófilo)
3469922228,Fortaleza,1014,60525632,Rua Júlio Braga,6,school,True,-3.7756278,-38.5799058,Colégio Uma Janela Para o Mundo
3965914604,,,,Avenida Mister Hull,6,fast_food,True,-3.7378343,-38.5715759,Cantina da Agronomia
4478095429,Fortaleza,1020,,Rua Vital Brasil,6,school,True,-3.7801109,-38.5898834,E.M.E.I.F. Francisca Fernandes Magalhães
4478095431,Fortaleza,788,,Rua Emílio de Menezes,6,restaurant,True,-3.7812805,-38.5886879,Churrascaria e Pizzaria Mikaella
4478095434,Fortaleza,326,,Rua Anselmo Nogueira,6,restaurant,True,-3.7811454,-38.5872916,Restaurante & Pizzaria Mouras
4478095438,Fortaleza,315,,Rua Emílio de Menezes,6,school,True,-3.7826541,-38.5846434,Colégio Castro
4478095458,Fortaleza,s/n,,Rua Verbena,6,school,True,-3.7884154,-38.5893389,E.T.I. Maria do Socorro Alves Carneiro
4493447610,Fortaleza,1626,,Rua Matos Vasconcelos,6,university,True,-3.7580067,-38.5567263,FATENE Faculdade de Tecnologia do Nordeste
4494954276,Fortaleza,1426,,Rua Capitão Francisco Pedro,6,restaurant,True,-3.7503462,-38.5519597,Franguinho da Mídia
4494954278,Fortaleza,1545,,Rua Professor Costa Mendes,6,restaurant,True,-3.7498465,-38.5525191,Picanha do Rodolfo Teófilo
4494954279,Fortaleza,1609,,Rua Professor Costa Mendes,6,post_office,True,-3.7494903,-38.5529487,Correios (Rodolfo Teófilo)
4494970787,Fortaleza,1649,,Rua Professor Costa Mendes,6,restaurant,True,-3.7492653,-38.5531156,Lu Gregorio Doces & Salgados
4494970788,Fortaleza,1659,,Rua Professor Costa Mendes,6,restaurant,True,-3.7491482,-38.5531878,Aki Lanches
4494972189,Fortaleza,1315,,Rua Coronel Nunes de Melo,6,university,True,-3.7489502,-38.5528224,Faculdade de Medicina UFC
4494994989,Fortaleza,949,,Rua Alexandre Baraúna,6,university,True,-3.748338,-38.5514962,Faculdade de Farmácia e Enfermagem UFC
4494994990,Fortaleza,996,,Rua Alexandre Baraúna,6,restaurant,True,-3.7478429,-38.5516992,Celli Salgados
4494994992,Fortaleza,s/n,,Rua Monsenhor Furtado,6,university,True,-3.7481309,-38.5508195,Faculdade de Odontologia UFC
4495003389,Fortaleza,1074,,Rua Alexandre Baraúna,6,restaurant,True,-3.7473702,-38.5522089,Antenor Lanches
4495003390,Fortaleza,1098,,Rua Alexandre Baraúna,6,restaurant,True,-3.7472037,-38.5523803,Vera Restaurante
4495003391,Fortaleza,1128,,Rua Alexandre Baraúna,6,restaurant,True,-3.7470461,-38.5525607,Self-Service & Pizzaria Sandubão
4495031626,Fortaleza,1010,,Rua Francisca Clotilde,6,pub,True,-3.7457701,-38.5557306,Bar da Cal
4495031628,Fortaleza,190,,Rua Francisca Clotilde,6,pub,True,-3.7469889,-38.5569103,Bigod's Bar
4495578617,Fortaleza,388,,Rua Carvalho Mota,6,fast_food,True,-3.7383359,-38.5445412,Iolanda Lanches
4495578618,Fortaleza,191,,Avenida Jovita Feitosa,6,restaurant,True,-3.7377552,-38.5456464,Choppicanha Restaurante
4495592487,Fortaleza,170,,Avenida Jovita Feitosa,6,restaurant,True,-3.7373816,-38.5453306,DOM SPETO (Jovita)
4495597090,Fortaleza,184,,Rua Major Pedro Sampaio,6,restaurant,True,-3.7390111,-38.5467606,C P V Restaurante
4495639553,Fortaleza,987,,Rua Minervino de Castro,6,school,True,-3.7401499,-38.5472658,Colégio Deoclécio Ferro
4495639559,Fortaleza,674,,Avenida Jovita Feitosa,6,restaurant,True,-3.7382729,-38.5499047,Restaurante Veríssimo
4495639560,Fortaleza,159,,Rua Francisca Clotilde,6,restaurant,True,-3.7394072,-38.5497062,Churrasquinho da Esquina
4495639561,Fortaleza,25,,Rua Francisca Clotilde,6,restaurant,True,-3.7393757,-38.550022,Pizzaria Tia Glória
4495656566,Fortaleza,838,,Rua Padre Cícero,6,pharmacy,True,-3.7401814,-38.549422,Farmácia Cura Ativa
4495656568,Fortaleza,376,,Rua Major Pedro Sampaio,6,school,True,-3.7412482,-38.549016,Colégio Vasconcelos Vieira
4495699135,Fortaleza,392,,Rua Francisca Clotilde,6,restaurant,True,-3.7415749,-38.5520723,Churrascaria do Manuel
4495699141,Fortaleza,999,,Avenida Jovita Feitosa,6,restaurant,True,-3.739064,-38.5518963,Mazé do Guarana JM Lanches
4495719065,Fortaleza,614,,Rua Cruz Saldanha,6,school,True,-3.7394311,-38.553296,Christhus Pré-Universitário (Jovita)
4495719067,Fortaleza,893,,Avenida Gonçalves Dias,6,restaurant,True,-3.7397074,-38.5524843,Mana pizzas
4496129016,Fortaleza,538,,Rua José Façanha,6,restaurant,True,-3.7528164,-38.5562717,Delícias D'Santiago - Marmitaria & Café - Quentinhas em Fortaleza
4496129032,Fortelaza,1235,,Avenida Engenheiro Humberto Monte,6,pharmacy,True,-3.7487275,-38.56108,Pague Menos (Bela Vista)
4621093089,,354,,Rua Araripe Macedo,6,school,True,-3.7722941,-38.5773863,Escola de Ensino Fundamental e Médio Heráclito de Castro
4690600792,,90,,Avenida Lineu Machado,6,restaurant,True,-3.7612957,-38.5746923,Churrascaria João Filho
4745718617,Fortaleza,650,,Rua Tomáz Rodrigues,6,restaurant,True,-3.7428997,-38.5937264,Copacabana - Churrascaria e Pizzaria
4874848008,Fortaleza,,,Avenida Jovita Feitosa,6,restaurant,True,-3.7397351,-38.5566666,Gogó da Ema Grill
4876432046,Fortaleza,,,Avenida Jovita Feitosa,6,restaurant,True,-3.739309,-38.5543772,Fone Pizza Restaurante
4876432983,Fortaleza,,,Avenida Jovita Feitosa,6,pharmacy,True,-3.7392206,-38.5539212,Pague Menos
4876438145,Fortaleza,,,Avenida Jovita Feitosa,6,restaurant,True,-3.7401039,-38.5568985,Le Gusto
4976371821,,,,Avenida Augusto dos Anjos,6,pharmacy,True,-3.773299,-38.5731274,Farmácia Pague Menos
5117238119,Fortaleza,88,,Rua Professor Nogueira,6,fast_food,True,-3.7339617,-38.5497495,Hambugueria 88
5117306481,Fortaleza,276,,Avenida Jovita Feitosa,6,fast_food,True,-3.7378392,-38.5460039,Ordonoes Sandwish Shop
5117316067,Fortaleza,327,,Rua Moreira de Sousa,6,school,True,-3.7394297,-38.5665724,EEEP Joaquim Nogueira
5141626326,Fortaleza,288,,Rua General Piragibe,6,restaurant,True,-3.7368813,-38.5582174,Hikari Gourmet
5141628797,Fortaleza,88,,Rua Professor Nogueira,6,restaurant,True,-3.7339335,-38.5497768,Sushi Agora
5141638281,Fortaleza,300,,Rua Professor Nogueira,6,ice_cream,True,-3.7353901,-38.5495067,Gelateria Trevo Açaí
5486659103,,794,,Rua Professor Lino Encarnação,6,restaurant,True,-3.742412,-38.5605003,Pizza Picante
5553559866,,2467,,Avenida Jovita Feitosa,6,restaurant,True,-3.7406133,-38.559517,Casa d'Ávila
5913589385,Fortaleza,161,60510-055,Rua Cuiabá,6,school,True,-3.7712488,-38.5749642,Colégio Lucê
6120863647,Fortaleza,,,Avenida Mister Hull,6,cafe,True,-3.7367989,-38.5729477,Delicias de Trigo
6382103050,Fortaleza,354,60360760,Rua Professor Joaquim Nogueira,6,restaurant,True,-3.7427139,-38.590085,JH
6387062577,Fortaleza,,,Avenida Senador Fernandes Távora,6,restaurant,True,-3.7596532,-38.5871742,Expresso Grill
243210518,Fortaleza,,,Avenida Jovita Feitosa,6,fast_food,True,-3.7396846,-38.55496159999999,Bebelu
243504508,Fortaleza,3390,,Avenida José Bastos,6,hospital,True,-3.7488511087305576,-38.54988086353821,HEMOCE
243504509,Fortaleza,1222,,Rua Papi Júnior,6,hospital,True,-3.7471157565818776,-38.55368726812834,Hospital Haroldo Juaçaba - Instituto do Câncer
243505774,Fortaleza,,,Avenida Bezerra de Menezes,6,fast_food,True,-3.7362395750697677,-38.56882276526857,Habib`s
243505776,Fortaleza,2461,60325-004,Avenida Bezerra de Menezes,6,bank,True,-3.7364457289655175,-38.56636986457553,Banco do Brasil
255696279,Fortaleza,3786,,Avenida José Bastos,6,bank,True,-3.7515744605217245,-38.55236995284232,Banco do Brasil (Rodolfo Teófilo)
329552695,Fortaleza,2433,,Avenida Senador Fernandes Távora,6,hospital,True,-3.756189362063977,-38.59428042195155,UPA 24h (Autran Nunes)
352873058,Fortaleza,294,,Rua Cândido Maia,6,hospital,True,-3.7370986137564834,-38.58976551272728,Hospital Distrital Evandro Ayres de Moura
367447880,Fortaleza,,60455-760,Rua Professor Armando Farias,6,bank,True,-3.74454965,-38.5770968,Banco Santander
370270323,Fortaleza,1290,,Rua Capitão Francisco Pedro,6,university,True,-3.748617170894537,-38.55195587884501,Campus de Porangabuçu
376750068,Fortaleza,2840,,Avenida Bezerra de Menezes,6,school,True,-3.735427197123097,-38.569753040614366,Colégio Santa Isabel
399133250,Fortaleza,2513,60325-004,Avenida Bezerra de Menezes,6,pharmacy,True,-3.736548055516616,-38.56709829856718,Extrafarma
401472109,Fortaleza,166,60356-830,Rua Cândido Maia,6,pharmacy,True,-3.73783845,-38.590318450000005,Farmácia Frota
401882585,Fortaleza,100,,Rua Moreira de Sousa,6,restaurant,True,-3.73725885409868,-38.5667620315536,Restaurante Estaleiro North
424778821,Fortaleza,,60350350,Rua Anário Braga,6,school,True,-3.7371509385078303,-38.58802577973958,E.E.F.M José Bezerra de Menezes
428120562,Fortaleza,,,Rua Professor Anacleto,6,pharmacy,True,-3.7374384219222576,-38.55209309842622,Farmácia Santa Branca
436414446,Fortaleza,780,60361-010,Rua Padre Perdigão Sampaio,6,school,True,-3.744217898827816,-38.594423064668206,EEFM Antonio Bezerra
436425121,Fortaleza,5047,60356-001,Avenida Mister Hull,6,pharmacy,True,-3.7397711636147077,-38.589556601356975,Farmácia Pague Menos
497236739,Fortaleza,5607,60360-845,Avenida Mister Hull,6,pharmacy,True,-3.740402625680402,-38.59447546567819,Farmalima
497240760,Fortaleza,379,60360-415,Rua Martins Neto,6,school,True,-3.740781507349817,-38.58910761609688,E.E.F. Patronato da Sagrada Familia
498591892,Fortaleza,1349,60360-561,Rua Coronel Matos Dourado,6,school,True,-3.7484530270751835,-38.584183290033224,EEEP Júlia Giffoni
548978944,Fortaleza,6670,,Avenida Américo Barreira,6,restaurant,True,-3.7664551296815207,-38.568887493438304,Sabor da Carne
548978989,Fortaleza,6670,,Avenida Américo Barreira,6,fast_food,True,-3.767641050000001,-38.5703272,Habib's Parangaba
554113725,Fortaleza,2670,60450-175,Rua General Bernardo de Figueiredo,6,school,True,-3.74122911429566,-38.56148252017961,EEFM Santo Afonso
554114819,Fortaleza,1130,,Rua Professor Lino Encarnação,6,school,True,-3.7453506269506094,-38.56009014839114,EMEIF Monsenhor Linhares
554115547,Fortaleza,675,,Rua Taváres Iracema,6,school,True,-3.748440039474404,-38.557358499673775,E.M.E.I.F. Antônio Sales
554118250,Fortaleza,630,60450340,Rua Professor Anacleto,6,school,True,-3.7394032723744686,-38.552219558412055,EEFM Antonio Sales
557152309,Fortaleza,571,,Rua Azevedo Bolão,6,restaurant,True,-3.7351804214188173,-38.54962124569256,Ordones
558624677,Fortaleza,1450,60430-160,Rua Alexandre Baraúna,6,school,True,-3.74527425,-38.554277549999995,EMEIF São Raimundo
567608589,Fortaleza,,,Rua Professor Lino Encarnação,6,restaurant,True,-3.7364867221240967,-38.56149427143171,Restaurante Alex
587930202,,757,,Rua Monsenhor Furtado,6,school,True,-3.745761259104662,-38.54847702189636,EEFM Felix de Azevedo
587930205,,759,,Rua Monsenhor Furtado,6,kindergarten,True,-3.7458856,-38.5487164,Creche Escola Aprisco
587930206,Fortaleza,740,,Rua Monsenhor Furtado,6,dentist,True,-3.7450926,-38.548539649999995,Centro de Especialidades Odontológicas
599930117,Fortaleza,,,Avenida Jovita Feitosa,6,restaurant,True,-3.7380574986354143,-38.54881252919368,Espetinho do Ronaldo
626454334,Fortaleza,,,Avenida Mister Hull,6,bank,True,-3.737278034188374,-38.577913192288,Caixa Economica Federal
627853449,Fortaleza,5506,60356-682,Avenida Mister Hull,6,pharmacy,True,-3.739595700114562,-38.593763850400755,Pague Menos
632532078,Fortaleza,4,60356-001,Rua Guarani,6,school,True,-3.7580612617268025,-38.57746269197209,EEFM Antonieta Siqueira
635691334,Fortaleza,1001,,Avenida Bezerra de Menezes,6,bank,True,-3.7338788,-38.553713650000006,Caixa Econômica Federal
642670132,Fortelaza,1355,60.450-000,Avenida Engenheiro Humberto Monte,6,school,True,-3.747919363655014,-38.56205339013173,Colégio Christus Parquelândia I
653067239,Fortaleza,,,Avenida Mister Hull,6,cafe,True,-3.736804113774933,-38.572942966110176,Delicias de Trigo
7838858,Fortaleza,155,,Avenida Lineu Machado,6,hospital,True,-3.7622146925144793,-38.573637462850776,Hospital e Maternidade Doutora Zilda Arns Neumann
8126347,Fortaleza,,,Rua Padre Perdigão Sampaio,6,school,True,-3.738454813959261,-38.59527827690474,EMEIF Joaquim Nogueira
8126348,Fortaleza,,,Rua Vicente de Paula,6,university,True,-3.7386294819056727,-38.59822875266298,Faculdade Ateneu Campus Antonio Bezerra
2297816788,Fortaleza,674,,Rua César Correia,8,fast_food,True,-3.7114828,-38.5732027,Pastel & Cia
4052064311,Fortaleza,1130,,Avenida Dom Aloísio Lorscheider,8,hospital,True,-3.7156165,-38.5973174,Gonzaguinha da Barra do Ceará
4450073422,Fortaleza,9,,Rua G,8,hospital,True,-3.7167553,-38.6017192,UPA Dr. Fernando Guanabara
4476900785,Fortaleza,1130,,Avenida Dom Aloísio Lorscheider,8,hospital,True,-3.7156585,-38.5973277,Hospital Distrital Gonzaga Mota Barra do Ceará
4477033016,Fortaleza,3400,,Avenida Francisco Sá,8,hospital,True,-3.7131643,-38.5694373,Sopai Hospital Infantil (Francisco Sá)
6386706660,fortaleza,260,60346-196,Rua 02,8,bar,True,-3.7080879,-38.5902006,Trupe Pizzaria
6428949446,Fortaleza,1076,60346-372,Avenida Major Assis,8,school,True,-3.723329,-38.5886685,EM PROFESSOR JOSÉ PARSIFAL BARROSO
193187815,Fortaleza,5445,,Avenida Francisco Sá,8,hospital,True,-3.712666177404033,-38.57301349816832,Hospital Fernandes Távora
220685651,Fortaleza,973,,Rua César Correia,8,school,True,-3.7139454954663407,-38.57357886054271,Colégio Presidente Médici
220689267,Fortaleza,1300,,Rua Francisco Calaça,8,hospital,True,-3.713389743663911,-38.57311070084178,CRIO - Centro Regional Integrado De Oncologia
258375894,Fortaleza,,,Avenida L,8,school,True,-3.711585047698976,-38.59964019919626,Escola de Ensino Médio Liceu Vila Velha
477378519,Fortaleza,7221,60330875,Avenida Francisco Sá,8,college,True,-3.7077604247700404,-38.58459266727962,SENAI Barra do Ceará
628700734,Fortaleza,,,Rua Doutor Quixadá Felício,8,school,True,-3.71076639316658,-38.59464063685555,Colégio Maria Menezes de Serpa
686856933,Fortaleza,199,,Rua São Raimundo,8,school,True,-3.709436140744627,-38.5533391945981,Centro Educacional dom Hélio Campos
627226839,Fortaleza,81,,Rua Dragão do Mar,4,cafe,True,-3.7219385,-38.5205075,Café Santa Clara
2021684439,,,,Rua Mário Studart,4,fast_food,True,-3.7226626,-38.5517431,Derly Pane
4477147298,Fortaleza,1722,,Rua Barão do Rio Branco,4,hospital,True,-3.7333553,-38.5305265,Hospital Prontomédico
4986760121,,1042,,Rua Liberato Barroso,4,fast_food,True,-3.7277933,-38.5299935,Fred's Lanches
5141603879,Fortaleza,950,60320350,Rua Eretides Martins,4,fast_food,True,-3.727746,-38.5600485,Açaí do Carlim
5141663508,Fortaleza,1185,,Avenida Padre Anchieta,4,restaurant,True,-3.730497,-38.5518611,Cardinale Pizzaria
5150672925,Fortaleza,4083,60310-001,Avenida Francisco Sá,4,bank,True,-3.7163495,-38.5612554,Banco Bradesco
5150672930,,4000,60310-001,Avenida Francisco Sá,4,fast_food,True,-3.7160046,-38.5611865,Bebelu Sanduíches
5150672931,Fortaleza,3907,60310-001,Avenida Francisco Sá,4,bank,True,-3.7169869,-38.5590113,Banco do Brasil
5150672932,Fortaleza,3832,60310-001,Avenida Francisco Sá,4,bank,True,-3.7168824,-38.5585969,Caixa Econômica Federal
5482852723,,1526,,Rua Princesa Isabel,4,hospital,True,-3.7340998,-38.537937,Hospital e Maternidade José Martiniano de Alencar
5859497680,,,,Avenida Filomeno Gomes,4,ice_cream,True,-3.7225789,-38.5409445,Castelinho
5909719013,Fortaleza,860 lj 01,60010-281,Avenida Filomeno Gomes,4,dentist,True,-3.7225455,-38.5413189,Dr Paulo
5909751066,Fortaleza,1808,60010-281,Avenida Francisco Sá,4,restaurant,True,-3.7223923,-38.5418345,Frango do Loiro
5909782193,Fortaleza,841,60010-281,Avenida Filomeno Gomes,4,fast_food,True,-3.7225365,-38.5409352,Bom Lanche Arthur
5909791785,Fortaleza,825,60010-281,Avenida Filomeno Gomes,4,fast_food,True,-3.7224862,-38.5409238,Multilanches
5955919973,Fortaleza,480,60110-300,Rua João Cordeiro,4,post_office,True,-3.7245898,-38.5129024,Correios
5955919979,Fortaleza,470,60110-300,Rua João Cordeiro,4,fast_food,True,-3.7245457,-38.5128447,Lanchonete 3 Tesouros Marajoara
6133536886,,60,,Praça Visconde de Pelotas,4,restaurant,True,-3.7269906,-38.5152991,Bar do Cazuza
6252203585,,274,,Rua Pessoa Anta,4,bank,True,-3.7210409,-38.5204967,Bradesco
6380696549,Fortaleza,137,60035110,Duque de Caxias,4,cafe,True,-3.7332344,-38.5258938,Padaria Romana
6423467739,Fortaleza,1507,60030161,Rua Liberato Barroso,4,restaurant,True,-3.7246412,-38.5405568,Vó Francy  - Almoço e Lanches
6431640148,Fortaleza,643,,Avenida Filomeno Gomes,4,fast_food,True,-3.7205835,-38.5411938,Casa de Lanches
48485248,Fortaleza,1,60010700,Praça Gustavo Barroso,4,school,True,-3.7244145252166354,-38.541110477408296,Liceu do Ceará - Jacarecanga
243219269,Fortaleza,108,,Rua Dragão do Mar,4,bar,True,-3.721995960308338,-38.52003724453236,Chopp do Bexiga
243788066,Fortaleza,60,,Avenida Heráclito Graça,4,hospital,True,-3.7341480942024967,-38.52406449411161,Hospital Infantil Luis França
246471855,Fortaleza,833,,Rua Costa Barros,4,hospital,True,-3.728518954595598,-38.51610274494591,Hospital São Camilo Cura D'ars
251808037,fortaleza,181,60336-235,Rua São Bernardo,4,school,True,-3.715308595680684,-38.57279726822589,Colégio Manuel da Silva
258491132,Fortaleza,545,,Avenida Imperador,4,hospital,True,-3.726110068382404,-38.53356333562667,Hospital Geral César Cals
316474478,Fortaleza,1816,,Rua Barão do Rio Branco,4,hospital,True,-3.7341324208918203,-38.53122401496766,Hospital Instituto José Frota IJF
370209379,Fortaleza,56,,Avenida Santos Dumont,4,school,True,-3.7290709500000006,-38.52297955000001,Colégio Estadual Justiniano de Serpa
443196828,Fortaleza,158,,Avenida Presidente Castelo Branco,4,restaurant,True,-3.723422521143376,-38.521525942087216,Pepe Nero Bistrô
473170977,Fortaleza,891,60110-140,Rua Nogueira Acioli,4,school,True,-3.7318142394345837,-38.517103766453964,Instituto Brasil Estados Unidos - IBEU
474945817,,,,Avenida Bezerra de Menezes,4,pharmacy,True,-3.732326582530345,-38.54995282307314,Extrafarma
492443128,,699,60140-061,Avenida Heráclito Graça,4,restaurant,True,-3.7351472969769293,-38.51855824177397,Rei do Baião
525727768,,760,,Avenida Heráclito Graça,4,pub,True,-3.735836159655981,-38.51786173025606,Serpentina Bar e Cultura
574779203,Fortaleza,1280,60010690,Avenida Padre Ibiapina,4,college,True,-3.7264456970801407,-38.54149808936215,SENAI Jacarecanga
576032891,Fortaleza,,,Rua Barbara de Alencar,4,bank,True,-3.734602082879432,-38.52367801912271,Bradesco
598354370,Fortaleza,850,60160-280,Rua Costa Barros,4,school,True,-3.729129649293002,-38.51635235732065,Colégio Academos
625957980,Fortaleza,184,60010-281,Avenida Filomeno Gomes,4,university,True,-3.7243245294477476,-38.54204267991599,UNIFAMETRO - Complexo Odontológico
625965549,Fortaleza,708,60010-281,Avenida Filomeno Gomes,4,restaurant,True,-3.72125757880233,-38.541370770818524,Sabor & Tempero - Marmitaria e Self Service
626022242,Fortaleza,180,60010480,Rua Carneiro da Cunha,4,university,True,-3.723998089593138,-38.542843525554865,UNIFAMETRO - Campus Carneiro Cunha
626673485,Fortaleza,500,60010260,Rua Conselheiro Estelita,4,university,True,-3.7254092614374588,-38.54021952869569,UNIFAMETRO - Campus Conselheiro Estelita
630807982,Fortaleza,714,60165-010,Avenida Monsenhor Tabosa,4,restaurant,True,-3.724194056647494,-38.51278428798332,Varanda Tropical
646969955,Fortaleza,101,,Avenida Duque de Caixas,4,university,True,-3.733857481359271,-38.52520498920374,Centro Universitário Estácio do Ceará
651546987,Fortaleza,355,60110-140,Rua Nogueira Acioli,4,restaurant,True,-3.7270484501078687,-38.515836807180186,Restaurante Zé Rodrigues
678118891,Fortaleza,1579,,Rua Guilherme Rocha,4,restaurant,True,-3.723231717791135,-38.54001678359678,Panelada Do Fabiano
681500632,Fortaleza,110,,Avenida Filomeno Gomes,4,university,True,-3.7235980020474067,-38.54261936088326,UNIFAMETRO - Unidade IV
682015645,Fortaleza,1243,60010690,Rua Padre Ibiapina,4,university,True,-3.72628801365807,-38.54023274435429,UNIFAMETRO - Campus Padre Ibiapina
682747164,Fortaleza,264,,Rua Conselheiro Estelita,4,university,True,-3.723177505578952,-38.539338359716254,FAMETRO - Campus Guilherme Rocha
683681206,Fortaleza,"860, lj 04",60010-281,Avenida Filomeno Gomes,4,restaurant,True,-3.7224679120269673,-38.54152525578661,Trópicos Lanches
685446477,Fortaleza,1503,60030161,Rua Liberato Barroso,4,university,True,-3.7247751591883964,-38.54048799409706,UNIFAMETRO - Clínica Integrada de Saúde Unifametro
685448430,Fortaleza,1600,60010270,Rua Guilherme Rocha,4,pharmacy,True,-3.7228323879681544,-38.54015258242121,Droga For
6958347,,,,Avenida Santos Dumont,4,school,True,-3.7303161650164807,-38.51856271241853,Colégio Militar de Fortaleza
7738783,Fortaleza,826,,Avenida Heráclito Graça,4,university,True,-3.7354213009563346,-38.517680449910365,Faculdade Ari de Sá
990222763,Fortaleza,927,60040-531,Avenida 13 de Maio,5,pharmacy,True,-3.7507632,-38.5278469,Extrafarma
1942211027,Fortaleza,2750,60025-205,Rua Padre Miguelino,5,bar,True,-3.7423063,-38.5350851,Pitombeira Bar
1947380531,,53,,Rua Paulino Nogueira,5,fast_food,True,-3.7437733,-38.5378959,Raízes do Açaí
1947381919,,,,Rua Nossa Senhora dos Remédios,5,fast_food,True,-3.7429675,-38.5387812,Galé
3199960693,Fortaleza,38,60411-260,Rua Deputado Oswaldo Studart,5,fast_food,True,-3.7518543,-38.5267788,Subway
3612641050,Fortaleza,,,Rua Waldery Uchôa,5,cafe,True,-3.7424818,-38.5375983,Café Vinyle
3683196642,Fortaleza,1936,,Avenida Luciano Carneiro,5,restaurant,True,-3.7650248,-38.536862,Caravelle
4052106006,,299,,Rua Guilherme Perdigão,5,hospital,True,-3.7748219,-38.5722419,Centro de Assistência a Criança Lúcia de Fátima - Croa
4253064994,,35,,Travessa Aloísio Mamede,5,fast_food,True,-3.7791669,-38.5566409,True Açaí
4281842691,,1043,60040-531,Avenida 13 de Maio,5,pub,True,-3.7500419,-38.5287018,Paladar
4369893092,,3232,,Avenida da Universidade,5,school,True,-3.7437198,-38.5417709,Escola Técnica CEPEP
4413044185,Fortaleza,721,,Avenida Luciano Carneiro,5,restaurant,True,-3.7546655,-38.533263,Dona Dê
4437917093,,,,Rua Monsenhor Salazar,5,restaurant,True,-3.7569791,-38.520344,Churrascaria Boi Negro
4468608131,Fortaleza,s/n,,Rua Holanda,5,school,True,-3.8003362,-38.5611549,E.E.E.P. Leonel Brizola
4470149545,Fortaleza,4820,,Avenida Doutor Silas Munguba,5,fast_food,True,-3.7957388,-38.5326015,Bebelu (Passaré)
4470316550,Fortaleza,395,,Avenida General Osório de Paiva,5,school,True,-3.7759655,-38.5668303,Colégio Lourenço Filho
4470344502,Fortaleza,1371,,Avenida General Osório de Paiva,5,bank,True,-3.7803472,-38.5735387,Banco do Brasil (Parangaba)
4470365419,Fortaleza,311,,Avenida Augusto dos Anjos,5,fast_food,True,-3.7718093,-38.5714189,Hang Lanche PArangaba
4470649432,Fortaleza,1170,,Avenida Godofredo Maciel,5,pharmacy,True,-3.7858093,-38.5668645,Drogafélix
4470649433,Fortaleza,1152,,Avenida Godofredo Maciel,5,pharmacy,True,-3.7854186,-38.5667357,Extrafarma
4470649434,,1155,,Avenida Godofredo Maciel,5,restaurant,True,-3.7857722,-38.5663953,Curva da Maminha
4470649437,Fortaleza,1179,,Avenida Godofredo Maciel,5,bar,True,-3.7864716,-38.5665771,Casa De Show Taipa
4471947550,Fortaleza,341,,Rua Elcias Lopes,5,pharmacy,True,-3.7706425,-38.5567029,Farmácia Garcia
4471947555,Fortaleza,1503,,Rua Almirante Rubim,5,pub,True,-3.7705574,-38.5563776,Bar Estrela Dalva
4471947556,Fortaleza,1503,,Rua Almirante Rubim,5,fast_food,True,-3.7704478,-38.5563614,JC Lanches
4471947570,Fortaleza,,,Rua César Rosas,5,restaurant,True,-3.7690914,-38.5548911,Comida Caseira
4472084159,Fortaleza,383,,Rua Elvira Pinho,5,hospital,True,-3.766824,-38.5558652,Hospital da Criança (Montese)
4472084175,Fortaleza,s/n,,Avenida João Pessoa,5,bank,True,-3.7731307,-38.5620157,Banco do Brasil (Parangaba)
4472084176,Fortaleza,14,,Rua 7 de Setembro,5,bank,True,-3.7730848,-38.5623661,Bradesco (Parangaba)
4472084178,Fortaleza,32,,Rua 7 de Setembro,5,bank,True,-3.7732331,-38.5626209,Itaú (Parangaba)
4472084181,Fortaleza,132,,Rua 7 de Setembro,5,bank,True,-3.7737664,-38.5632828,Caixa Econômica Federal (Parangaba)
4472084186,Fortaleza,212,,Rua 7 de Setembro,5,pharmacy,True,-3.7742502,-38.5638632,Dose Certa (Praça Parangaba)
4472084187,Fortaleza,152,,Rua Caio Prado,5,university,True,-3.7743314,-38.5626953,FLATED (Faculdade Latino-Americana)
4472820218,Fortaleza,1062,,Avenida General Osório de Paiva,5,fast_food,True,-3.778547,-38.5713564,Giga Pont Pizzas e Lanches
4472820220,Fortaleza,101,,Rua Júlio Braga,5,school,True,-3.7781843,-38.57299,E.E.F.M. General Eudoro Corrêa
4472820221,Fortaleza,101,,Rua Júlio Braga,5,school,True,-3.7783451,-38.572558,Ceja (Parangaba)
4474425526,Fortaleza,1590,,Rua Alberto Magno,5,restaurant,True,-3.7677736,-38.5525008,Xavante Júnior's
4474425527,Fortaleza,1660,,Rua Alberto Magno,5,pharmacy,True,-3.7683387,-38.5527061,Pague Menos (Montese)
4474425529,Fortaleza,803,,Rua Barão de Sobral,5,restaurant,True,-3.7679043,-38.5522602,Picanha Do Montese
4474425530,Fortaleza,108,,Rua Equador,5,restaurant,True,-3.7690767,-38.5508763,Restaurante Galinha Caipira
4474425532,Fortaleza,918,,Rua 15 de Novembro,5,restaurant,True,-3.7704117,-38.5520938,Rotisserie Rooster
4474425534,Fortaleza,119,,Rua Três Marias,5,restaurant,True,-3.7689426,-38.5510285,Pannettu's Pastel
4474425536,Fortaleza,1668,,Rua 15 de Novembro,5,bar,True,-3.7709732,-38.5504658,Gem Buffet
4474425549,Fortaleza,108,,Rua Equador,5,restaurant,True,-3.7691544,-38.5509117,Brisa do Montese
